mol,mol_atom_id,x,y,z
4,138,120.236,119.641,85.2321
4,139,121.075,119.86,85.8929
4,140,119.884,120.585,84.8167
4,141,120.522,118.722,84.0132
4,142,121.089,117.833,84.2915
4,143,119.555,118.395,83.6321
4,144,121.32,119.477,82.918
4,145,122.349,119.201,83.1508
4,146,121.191,120.529,83.175
4,147,120.813,119.148,81.4478
4,148,120.604,118.078,81.4427
4,149,119.881,119.671,81.236
4,150,121.833,119.531,80.391
4,151,121.649,119.306,79.3405
4,152,122.77527089942365,119.061,80.672
4,153,122.109,121.055,80.3032
4,154,122.145,121.574,81.2615
4,155,123.09377089942365,121.179,79.8532
4,156,121.356,121.56,79.6977
4,157,117.343,104.833,87.8925
4,158,118.049,105.612,87.6047
4,159,117.622,104.48,88.8852
4,160,117.188,103.65,86.9686
4,161,116.354,103.02,87.2794
4,162,116.999,103.971,85.9444
4,163,118.402,102.72,87.0163
4,164,119.235,103.243,86.5459
4,165,118.607,102.662,88.0854
4,166,118.132,101.356,86.4175
4,167,118.134,101.661,85.3711
4,168,117.124,101.023,86.666
4,169,119.176,100.27,86.559
4,170,120.183,100.579,86.2808
4,171,119.172,100.072,87.6309
4,172,118.723,98.9935,85.8082
4,173,117.755,98.6477,86.1728
4,174,118.674,99.0323,84.72
4,175,119.738,97.8679,86.0907
4,176,120.686,98.0572,85.5879
4,177,119.932,97.8197,87.1621
4,178,119.196,96.4975,85.8256
4,179,118.495,96.2863,86.6335
4,180,118.627,96.5541,84.8976
4,181,120.106,95.2925,85.6826
4,182,120.451,95.3704,84.6517
4,183,120.973,95.4084,86.3338
4,184,119.333,93.9627,85.8873
4,185,120.003,93.1059,85.9593
4,186,118.829,94.0056,86.8526
4,187,118.649,93.787,85.0575
5,1,128.25737089942365,94.8266,58.8345
5,2,127.79577089942364,94.9794,60.1743
5,3,127.68957089942364,93.8335,61.0294
5,4,127.98897089942363,92.5342,60.6235
5,5,128.33007089942365,92.3142,59.2439
5,6,128.47697089942363,93.4485,58.4089
5,7,128.81147089942363,93.1026,57.2381
5,8,129.01787089942366,91.5063,57.1017
5,9,128.68817089942365,91.1491,58.6397
5,10,128.44827089942365,96.0292,58.1717
5,11,128.02377089942365,96.9474,59.1215
5,12,127.77907089942364,96.3753,60.3465
5,13,127.98517089942365,91.6713,61.7398
5,14,127.42377089942364,92.4258,62.7931
5,15,127.09157089942364,93.669,62.2958
5,16,128.08587089942364,98.2621,58.5906
