mol,mol_atom_id,x,y,z
4,125,112.038,121.935,77.5108
4,126,119.614,115.983,78.6469
4,127,120.23,115.123,78.9067
4,128,120.053,116.862,79.1191
4,129,119.513,116.157,77.1512
4,130,120.523,116.466,76.8793
4,131,118.845,116.997,76.9625
4,132,119.152,114.88,76.3758
4,133,118.192,114.495,76.72
4,134,119.902,114.108,76.5484
4,135,119.142,114.88,74.8236
4,136,120.184,115.162,74.6751
4,137,118.522,115.721,74.5144
4,138,118.852,113.559,74.1238
4,139,117.928,113.112,74.4907
4,140,119.652,112.832,74.2603
4,141,118.845,113.634,72.6196
4,142,119.833,113.917,72.2555
